Year,Season,Cruise,CC Line,CC Station,SB#,D/O?,Date,Hour,Quality,Sarah's scale (amt of background),Types of Background,Detections?,Spp. Detected,Blue B,Blue D,Fin 20Hz Singular,Fin 20Hz Song,Fin C.C.,Fin H.C.,Humpback Song,Humpback Non-song,Start/End,Hour spans,Comments,Scan Method,Time window,Top freq,Low Freq,FFT Length,Overlap
2012,Fall,CC1210NH,90,110,SB13,DIFAR,10/23/12,15:00:00,High,bit,"1,2,3,A,B ",adhoc only,,0,0,0,0,0,0,0,0,starts 15:30,1,,"wav file, cts",60s,400Hz-1000Hz,0Hz,3000,98%
2012,Fall,CC1210NH,90,110,SB13,DIFAR,10/23/12,16:00:00,High,bit,"1,2,3",No,,0,0,0,0,0,0,0,0,,1,,"wav file, cts",60s,400Hz-1000Hz,0Hz,3000,98%
2012,Fall,CC1210NH,90,110,SB13,DIFAR,10/23/12,17:00:00,High,bit,"1,2,3",adhoc only,,0,0,0,0,0,0,0,0,,1,,"wav file, cts",60s,400Hz-1000Hz,0Hz,4000,98%
2012,Fall,CC1210NH,90,110,SB13,DIFAR,10/23/12,18:00:00,High,bit,"1,2,3,A",adhoc only,,0,0,0,0,0,0,0,0,ends 18:08:49,1,,"wav file, cts",60s,400Hz-1000Hz,0Hz,4000,98%
2012,Fall,CC1210NH,90,100,SB15,DIFAR,10/23/12,22:00:00,High,bit,"1,2,3",No,,0,0,0,0,0,0,0,0,starts 22:00:55,1,,"wav file, cts",60s,400Hz-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,90,100,SB15,DIFAR,10/23/12,23:00:00,High,lots,"1,2,3",No,,0,0,0,0,0,0,0,0,,1,,"wav file, cts",60s,400Hz-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,90,100,SB15,DIFAR,10/24/12,0:00:00,High,lots,"1,2,3",No,,0,0,0,0,0,0,0,0,ends 00:27:00,1,,"wav file, cts",60s,500Hz,0Hz,3500,98%
2012,Fall,CC1210NH,90,70,SB17,DIFAR,10/24/12,19:00:00,High,bit,"1,2,3",No,,0,0,0,0,0,0,0,0,starts 19:04:36,1,,"wav file, cts",60s,500Hz,0Hz,3000,98%
2012,Fall,CC1210NH,90,70,SB17,DIFAR,10/24/12,20:00:00,Medium,lots,"1,2,3",adhoc only,,0,0,0,0,0,0,0,0,,1,,"wav file, cts",60s,500Hz,0Hz,3000,98%
2012,Fall,CC1210NH,90,70,SB17,DIFAR,10/24/12,21:00:00,High,bit,"1,2,3",Yes ,"Blue, Fin",0,1,0,0,0,1,0,0,ends 21:38:00,1,,"wav file, cts",60s,500Hz,0Hz,3000,98%
2012,Fall,CC1210NH,87,45,SB19,DIFAR,10/25/12,17:00:00,Medium,lots,"1,2,3",Yes,Blue ,1,0,0,0,0,0,0,0,starts 17:26:37,1,,"wav file, cts",60s,500-1000Hz,0Hz,3000,98%
2012,Fall,CC1210NH,87,45,SB19,DIFAR,10/25/12,18:00:00,Medium,lots,"1,2,3",Yes,Blue ,1,0,0,0,0,0,0,0,,1,,"wav file, cts",60s,500-1000Hz,0Hz,3000,98%
2012,Fall,CC1210NH,87,45,SB19,DIFAR,10/25/12,19:00:00,Medium,lots,"1,2,3",Yes,"Blue, Fin",1,0,0,1,0,0,0,0,,1,,"wav file, cts",60s,500-1000Hz,0Hz,3000,98%
2012,Fall,CC1210NH,87,45,SB19,DIFAR,10/25/12,20:00:00,Medium,lots,"1,2",No,,0,0,0,0,0,0,0,0,ends 20:08:44,1,,"wav file, cts",60s,50-1000Hz,0Hz,3000,98%
2012,Fall,CC1210NH,87,49,SB21,DIFAR,10/25/12,22:00:00,Poor,tons,"1,2,3,A",No,,0,0,0,0,0,0,0,0,starts 22:26:24,1,,"wav file, cts",60s,500-1000Hz,0Hz,3000,98%
2012,Fall,CC1210NH,87,49,SB21,DIFAR,10/25/12,23:00:00,Poor,tons,"1,2,3,A,B",No,,0,0,0,0,0,0,0,0,,1,,"wav file, cts",60s,500-1000Hz,0Hz,3000,98%
2012,Fall,CC1210NH,87,49,SB21,DIFAR,10/26/12,0:00:00,Poor,tons,"1,2,3,A,B",No,,0,0,0,0,0,0,0,0,,1,,"wav file, cts",60s,500-1000Hz,0Hz,3000,98%
2012,Fall,CC1210NH,87,49,SB21,DIFAR,10/26/12,1:00:00,Poor,tons,"1,2,3,A,B",No,,0,0,0,0,0,0,0,0,ends 1:11:58,1,cut off 1:11:26,"wav file, cts",60s,500-1000Hz,0Hz,3000,98%
2012,Fall,CC1210NH,90,30,SB23,DIFAR,10/26/12,18:00:00,Medium,lots,"1,2,3,A,B",Yes,"Blue, Fin",1,0,1,0,0,0,0,0,starts 18:14:21,1,,"wav file, cts",60s,500-1000Hz,0Hz,3000,98%
2012,Fall,CC1210NH,90,30,SB23,DIFAR,10/26/12,19:00:00,Poor,tons,"1,2,3,A",Yes,Fin,0,0,0,1,0,0,0,0,,1,,"wav file, cts",60s,500-1000Hz,0Hz,3000,98%
2012,Fall,CC1210NH,90,30,SB23,DIFAR,10/26/12,20:00:00,Medium,lots,"1,2,3",Yes,Fin,0,0,0,1,0,0,0,0,,1,,"wav file, cts",60s,500-1000Hz,0Hz,3000,98%
2012,Fall,CC1210NH,90,30,SB23,DIFAR,10/26/12,21:00:00,Medium,lots,"1,2,3",Yes,Fin,0,0,0,1,0,0,0,0,,2,cuts out 21:57:39,"wav file, cts",60s,500-1000Hz,0Hz,3000,98%
2012,Fall,CC1210NH,90,30,SB23,DIFAR,10/26/12,22:00:00,Poor,tons,"1,2,3",No,,0,0,0,0,0,0,0,0,ends 22:04:00,1,possibly not viable,"wav file, cts",60s,500-1000Hz,0Hz,3000,98%
2012,Fall,CC1210NH,90,35,SB25,DIFAR,10/26/12,23:00:00,Poor,tons,"1,2,3,A,B",No,,0,0,0,0,0,0,0,0,starts 23:53:31,1,,"wav file, cts",60s,500-1000Hz,0Hz,3000,98%
2012,Fall,CC1210NH,90,35,SB25,DIFAR,10/27/12,0:00:00,Poor,tons,"1,2,3,A,B",No,,0,0,0,0,0,0,0,0,,1,,"wav file, cts",60s,500-1000Hz,0Hz,3000,98%
2012,Fall,CC1210NH,90,35,SB25,DIFAR,10/27/12,1:00:00,Medium,lots,"1,2,3,A,B",Yes,Fin,0,0,0,1,0,0,0,0,ends 1:53,1,,"wav file, cts",60s,500-1000Hz,0Hz,3000,98%
2012,Fall,CC1210NH,90,53,SB27,DIFAR,10/27/12,14:00:00,Medium,tons or bit,"1,2,3,A,B",Yes,"Blue, Fin",0,1,0,1,0,0,0,0,starts 14:07:05,1,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,90,53,SB27,DIFAR,10/27/12,15:00:00,Poor,tons or bit,"1,2,B",Yes,"Blue, Fin",0,1,0,1,0,0,0,0,,1,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,90,53,SB27,DIFAR,10/27/12,16:00:00,Medium,lots,"1,2,3,B",Yes,Fin,0,0,0,1,0,0,0,0,,1,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,90,53,SB27,DIFAR,10/27/12,17:00:00,Medium,lots,"1,2,B",adhoc only,,0,0,0,0,0,0,0,0,ends 17:43:59,2,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,87,55,SB29,DIFAR,10/27/12,22:00:00,Poor,tons,"1,2,3",Yes,Fin,0,0,1,0,0,1,0,0,starts 22:20:48,1,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,87,55,SB29,DIFAR,10/27/12,23:00:00,High,bit,"1,2,3,B",Yes,"Blue, Fin, Humpback",1,0,0,1,1,1,0,1,,1,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,87,55,SB29,DIFAR,10/28/12,0:00:00,High,bit,"1,2,3",Yes,"Blue, Fin",1,0,0,1,0,1,0,0,ends 00:16:00,1,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,87,80,SB31,DIFAR,10/28/12,15:00:00,Medium,tons or bit,"1,2,A,B",Yes,Blue,1,0,0,0,0,0,0,0,starts 15:21:49,1,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,87,80,SB31,DIFAR,10/28/12,16:00:00,Poor,tons,"1,2,A,B",No,,0,0,0,0,0,0,0,0,,1,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,87,80,SB31,DIFAR,10/28/12,17:00:00,Poor,tons,"1,2,A,B",No,,0,0,0,0,0,0,0,0,ends 17:55:59,1,cuts out 17:55:02,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,87,90,SB33,DIFAR,10/28/12,23:00:00,Medium,lots,"1,2,3",Yes,Humpback,0,0,0,0,0,0,1,0,starts 23:44:16,1,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,87,90,SB33,DIFAR,10/29/12,0:00:00,Medium,lots,"1,2,3",Yes,Humpback,0,0,0,0,0,0,1,0,,1,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,87,90,SB33,DIFAR,10/29/12,1:00:00,Medium,lots,"1,2,3",No,,0,0,0,0,0,0,0,0,ends 1:37,1,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,83,100,SB35,DIFAR,10/29/12,23:00:00,Medium,lots,"1,2,3",No,,0,0,0,0,0,0,0,0,starts 23:46:53,1,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,83,100,SB35,DIFAR,10/30/12,0:00:00,Medium,lots,"1,2,3",No,,0,0,0,0,0,0,0,0,,1,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,83,100,SB35,DIFAR,10/30/12,1:00:00,Medium,lots,"1,2,3,A",No,,0,0,0,0,0,0,0,0,ends 1:41:59,1,cuts out 1:41:22,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,83,80,SB37,DIFAR,10/30/12,17:00:00,High,bit,"1,2,3",No,,0,0,0,0,0,0,0,0,starts 17:59:46,1,only 14s,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,83,80,SB37,DIFAR,10/30/12,18:00:00,High,bit,"1,2,3",adhoc only,,0,0,0,0,0,0,0,0,,1,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,83,80,SB37,DIFAR,10/30/12,19:00:00,High,bit,"1,2,3,A",Yes,Humpback,0,0,0,0,0,0,1,1,,1,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,83,80,SB37,DIFAR,10/30/12,20:00:00,Medium,lots,"1,2",Yes,Humpback,0,0,0,0,0,0,1,0,ends 20:39,1,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,83,60,SB39,DIFAR,10/31/12,0:00:00,High,bit,"1,2,3",Yes,Fin,0,0,0,1,0,0,0,0,starts 00:45:23,1,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,83,60,SB39,DIFAR,10/31/12,1:00:00,High,bit,"1,2,3",Yes,"Blue, Fin",1,0,0,1,0,0,0,0,,1,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,83,60,SB39,DIFAR,10/31/12,2:00:00,High,bit,"1,2,3",Yes,"Blue, Fin",1,1,1,0,0,0,0,0,ends 2:57,1,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,83,42,SB41,DIFAR,10/31/12,19:00:00,Poor,lots to tons,"1,2,3,A; dark <30Hz",No,,0,0,0,0,0,0,0,0,starts 19:11:32,1,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,83,42,SB41,DIFAR,10/31/12,20:00:00,Poor,tons or bit,"1,2,3; dark <40Hz",No,,0,0,0,0,0,0,0,0,,1,"blue bar disapears 20:23, high quality resumes","wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,83,42,SB41,DIFAR,10/31/12,21:00:00,Medium,lots,"1,2",No,,0,0,0,0,0,0,0,0,ends 21:18,1,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,80,60,SB43,DIFAR,11/1/12,16:00:00,Poor,tons,"1,2,A,B",No,,0,0,0,0,0,0,0,0,starts 16:28:16,1,"nasty brightness contrast, blue out 16:56:27 onto horizontal lines, questionable viability","wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,80,60,SB43,DIFAR,11/1/12,17:00:00,High*,bit,"1,2,A,B",No,,0,0,0,0,0,0,0,0,,1,"horizontal lines and regularly spaced vert. lines throughout, questionable viability","wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,80,60,SB43,DIFAR,11/1/12,18:00:00,Medium*,lots,"1,2,A,B",No,,0,0,0,0,0,0,0,0,,1,"horizontal lines and regularly spaced vert. lines throughout, questionable viability","wav file, cts",60s ,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,80,60,SB43,DIFAR,11/1/12,19:00:00,Poor*,tons,"1,2",No,,0,0,0,0,0,0,0,0,ends 19:08,1,"tons of static throughout, questionable viability","wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,80,70,SB45,DIFAR,11/1/12,22:00,High,bit,"1,2,3,A,B",No,,0,0,0,0,0,0,0,0,starts 22:49:41,1,some blue out times,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,80,70,SB45,DIFAR,11/1/12,23:00:00,High,bit,"1,2,3,A,B",Yes,Humpback,0,0,0,0,0,0,1,0,,1,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,80,70,SB45,DIFAR,11/2/12,0:00:00,High,bit,"1,2,3",Yes,Humpback,0,0,0,0,0,0,1,0,,1,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,80,70,SB45,DIFAR,11/2/12,1:00:00,High,bit,"1,2,3",No,,0,0,0,0,0,0,0,0,ends 1:12,1,,"wav file, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Fall,CC1210NH,80,100,SB47,DIFAR,11/2/12,17:00:00,High,bit,"1,2,3",Yes,"Blue, Humpback",0,1,0,0,0,0,1,0,starts 17:19:49,1,,"wav file, cts",60s,500Hz,0Hz,3500,98%
2012,Fall,CC1210NH,80,100,SB47,DIFAR,11/2/12,18:00:00,High,bit,"1,2,3",Yes,Humpback,0,0,0,0,0,0,1,0,,1,,"wav file, cts",60s,500Hz,0Hz,3500,98%
2012,Fall,CC1210NH,80,100,SB47,DIFAR,11/2/12,19:00:00,High,bit,"1,2,3",Yes,Humpback,0,0,0,0,0,0,1,0,ends 19:45,1,,"wav file, cts",60s,500Hz,0Hz,3500,98%
2012,Fall,CC1210NH,77,100,SB49,DIFAR,11/2/12,23:00:00,High,bit,"1,2,3",adhoc only,,0,0,0,0,0,0,0,0,starts 23:48:53,1,,"wav file, cts",60s,500Hz,0Hz,3500,98%
2012,Fall,CC1210NH,77,100,SB49,DIFAR,11/3/12,0:00:00,High,bit,"1,2,3",Yes,Humpback,0,0,0,0,0,0,1,0,,1,,"wav file, cts",60s,500Hz,0Hz,3500,98%
2012,Fall,CC1210NH,77,100,SB49,DIFAR,11/3/12,1:00:00,High,bit,"1,2,3",Yes,Humpback,0,0,0,0,0,0,1,0,,1,,"wav file, cts",60s,500Hz,0Hz,3500,98%
2012,Fall,CC1210NH,77,100,SB49,DIFAR,11/3/12,2:00:00,High,bit,"1,2",No,,0,0,0,0,0,0,0,0,ends 2:02:59,1,only 3 min long,"wav file, cts",60s,500Hz,0Hz,3500,98%
2012,Fall,CC1210NH,77,70,SB52,DIFAR,11/3/12,18:00:00,High,bit,"1,2,3",Yes,Blue,1,0,0,0,0,0,0,0,starts 18:34:59,1,,"wav file, cts",60s,500Hz,0Hz,3500,98%
2012,Fall,CC1210NH,77,70,SB52,DIFAR,11/3/12,19:00:00,High,bit,"1,2,3",No,,0,0,0,0,0,0,0,0,,1,,"wav file, cts",60s,500Hz,0Hz,3500,98%
2012,Fall,CC1210NH,77,70,SB52,DIFAR,11/3/12,20:00:00,High,bit,"1,2,3",Yes,Fin,0,0,0,1,0,0,0,0,ends 20:48,1,,"wav file, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,93,40,SB01,DIFAR,7/10/12,21:00:00,High,bit,"1,2,3,A,B",No,,0,0,0,0,0,0,0,0,starts 21:57:07,1,,"wav files, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Summer,CC1207OS,93,40,SB01,DIFAR,7/10/12,22:00:00,Medium,lots,"1,2,3,A,B",Yes,"Blue, Fin",1,1,0,0,0,1,0,0,,1,,"wav files, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Summer,CC1207OS,93,40,SB01,DIFAR,7/10/12,23:00:00,Medium,lots,"1,2,A,B",No,,0,0,0,0,0,0,0,0,ends 23:41,1,,"wav files, cts",60s,500-1000Hz,0Hz,3500,98%
2012,Summer,CC1207OS,93,60,SB03,DIFAR,7/11/12,16:00:00,Medium,lots,"1,2,3",No,,0,0,0,0,0,0,0,0,starts 16:29:00,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,93,60,SB03,DIFAR,7/11/12,17:00:00,High,bit,"1,2,3",No,,0,0,0,0,0,0,0,0,,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,93,60,SB03,DIFAR,7/11/12,18:00:00,High,bit,"1,2,3,A",No,,0,0,0,0,0,0,0,0,,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,93,60,SB03,DIFAR,7/11/12,19:00:00,High,bit,"1,2,3,A",No,,0,0,0,0,0,0,0,0,,2,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,93,60,SB03,DIFAR,7/11/12,20:00:00,Medium,lots,"1,2,3,A,B",No,,0,0,0,0,0,0,0,0,,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,93,60,SB03,DIFAR,7/11/12,21:00:00,Medium,lots,"1,2,3,A,B",No,,0,0,0,0,0,0,0,0,ends 21:37,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,93,70,SB05,DIFAR,7/11/12,23:00:00,High,bit,"1,2",No,,0,0,0,0,0,0,0,0,starts 23:55:42,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,93,70,SB05,DIFAR,7/12/12,0:00:00,Medium,lots,"1,2,A ",Yes,Blue,0,1,0,0,0,0,0,0,,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,93,70,SB05,DIFAR,7/12/12,1:00:00,Medium,lots,"1,2,A,B",No,,0,0,0,0,0,0,0,0,,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,93,70,SB05,DIFAR,7/12/12,2:00:00,Medium,lots,"1,2,3,A,B",No,,0,0,0,0,0,0,0,0,ends 2:47,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,120,SB09,DIFAR,7/13/12,16:00:00,High,bit,"1,2",No,,0,0,0,0,0,0,0,0,starts 16:13:30,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,120,SB09,DIFAR,7/13/12,17:00:00,High,bit,"1,2",No,,0,0,0,0,0,0,0,0,,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,120,SB09,DIFAR,7/13/12,18:00:00,High,bit,"1,2",No,,0,0,0,0,0,0,0,0,,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,120,SB09,DIFAR,7/13/12,19:00:00,High,bit,"1,2,3",No,,0,0,0,0,0,0,0,0,ends 19:15:20,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,120,SB09,DIFAR,7/13/12,20:00:00,High,lots,"1,2",No,,0,0,0,0,0,0,0,0,,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,120,SB09,DIFAR,7/13/12,21:00:00,Medium,lots,"1,2",No,,0,0,0,0,0,0,0,0,ends 21:10,1,cuts out 21:09:10,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,110,SB11,DIFAR,7/13/12,23:00:00,High,bit,"1,2,3",No,,0,0,0,0,0,0,0,0,starts 23:54:37,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,110,SB11,DIFAR,7/14/12,0:00:00,High,bit,"1,2,3",Yes,Blue,0,1,0,0,0,0,0,0,,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,110,SB11,DIFAR,7/14/12,1:00:00,High,bit,"1,2,3",Yes,Blue,0,1,0,0,0,0,0,0,,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,110,SB11,DIFAR,7/14/12,2:00:00,HIgh,bit,"1,2,3",Yes,Blue,0,1,0,0,0,0,0,0,,2,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,110,SB11,DIFAR,7/14/12,3:00:00,Medium,lots,"1,2",No,,0,0,0,0,0,0,0,0,ends 3:45,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,90,SB13,DIFAR,7/14/12,14:00:00,Medium,lots,"1,2,3,A",adhoc only,,0,0,0,0,0,0,0,0,starts 14:08:47,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,90,SB13,DIFAR,7/14/12,15:00:00,Medium,lots,"1,2,3,A,B",Yes,Humpback,0,0,0,0,0,0,1,0,,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,90,SB13,DIFAR,7/14/12,16:00:00,Medium,lots,"1,2,3,A,B",No,,0,0,0,0,0,0,0,0,,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,90,SB13,DIFAR,7/14/12,17:00:00,Medium,lots,"1,2,3,A,B",No,,0,0,0,0,0,0,0,0,,2,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,90,SB13,DIFAR,7/14/12,18:00:00,Medium,lots,"1,2,3,A,B",No,,0,0,0,0,0,0,0,0,,1,"cuts out 18:30:06, after this lots of static and horizontal lines, questionable viablility","wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,90,SB13,DIFAR,7/14/12,19:00:00,Medium*,lots,"1,2,B",No,,0,0,0,0,0,0,0,0,,1,questionable viability,"wav files, cts",60sw,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,90,SB13,DIFAR,7/14/12,20:00:00,Medium*,lots,"1,B",No,,0,0,0,0,0,0,0,0,ends 20:15:03,2,questionable viability,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,80,SB15,DIFAR,7/14/12,22:00:00,High,bit,"1,2,3",Yes,Fin,0,0,1,0,0,0,0,0,starts 22:05:03,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,80,SB15,DIFAR,7/14/12,23:00:00,High,bit,"1,2,3",No,,0,0,0,0,0,0,0,0,,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,80,SB15,DIFAR,7/15/12,0:00:00,High,bit,"1,2,3,A",No,,0,0,0,0,0,0,0,0,,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,80,SB15,DIFAR,7/15/12,1:00:00,Medium,lots,"1,2,3,A,B",No,,0,0,0,0,0,0,0,0,,2,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,80,SB15,DIFAR,7/15/12,2:00:00,Medium,lots,"1,2,3,A",No,,0,0,0,0,0,0,0,0,ends 2:24,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,53,SB17,DIFAR,7/15/12,18:00:00,Medium,lots,"1,2,3,A,B",No,,0,0,0,0,0,0,0,0,starts 18:20:57,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,53,SB17,DIFAR,7/15/12,19:00:00,Medium,lots,"1,2,3,A,B",No,,0,0,0,0,0,0,0,0,,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,53,SB17,DIFAR,7/15/12,20:00:00,Medium,lots,"1,2,A",No,,0,0,0,0,0,0,0,0,ends 20:20,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,45,SB19,DIFAR,7/16/12,0:00:00,High,bit,"1,2,3; dark <30Hz",No,,0,0,0,0,0,0,0,0,starts 00:33:00,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,45,SB19,DIFAR,7/16/12,1:00:00,High,bit,"1,2,3; dark <30Hz",No,,0,0,0,0,0,0,0,0,,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,45,SB19,DIFAR,7/16/12,2:00:00,High,bit,"1,2,3,A,B; dark <30Hz",adhoc only,,0,0,0,0,0,0,0,0,,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,45,SB19,DIFAR,7/16/12,3:00:00,Medium,lots,"1,2,A,B",No,,0,0,0,0,0,0,0,0,ends 3:35,1,,"wav files, cts",60s,500-2000Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,30,SB21,DIFAR,7/16/12,13:00:00,High,bit,"1,2,3; dark <42Hz",Yes,Blue,0,1,0,0,0,0,0,0,starts 13:25:13,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,30,SB21,DIFAR,7/16/12,14:00:00,Medium,lots,"1,2,3,A; dark <30Hz",Yes,Blue,1,0,0,0,0,0,0,0,,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,30,SB21,DIFAR,7/16/12,15:00:00,Medium,lots,"1,2,3,A; dark <30Hz",No,,0,0,0,0,0,0,0,0,,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,30,SB21,DIFAR,7/16/12,16:00:00,Medium,bit to lots,"1,2,3,A; dark <30Hz",adhoc only,,0,0,0,0,0,0,0,0,,2,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,30,SB21,DIFAR,7/16/12,17:00:00,Medium,bit to lots,"1,2,3,A,B",No,,0,0,0,0,0,0,0,0,,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,30,SB21,DIFAR,7/16/12,18:00:00,High,bit,"1,2,3,A",No,,0,0,0,0,0,0,0,0,,1,,"wav files, cts",60s,500Hz,0Hz,3500,98%
2012,Summer,CC1207OS,90,30,SB21,DIFAR,7/16/12,19:00:00,High,bit,"1,2,3",No,,0,0,0,0,0,0,0,0,,2,,"wav files, cts",60s,500Hz,0Hz,3500,98%
