"Year","Cruise","Season","Line","Station","SpeciesName","presence","effort"
2009,"CC0907","Summer",87,55,"Humpback whale",1,5
2010,"CC1001","Winter",87,55,"Humpback whale",4,4
2010,"CC1001","Winter",87,55,"Fin whale",3,4
2011,"CC1104","Spring",87,55,"Fin whale",3,3
2011,"CC1110","Fall",87,55,"Blue whale",3,3
2011,"CC1110","Fall",87,55,"Fin whale",3,3
2012,"CC1202","Winter",87,55,"Humpback whale",3,6
2012,"CC1207","Summer",87,55,"Blue whale",3,4
2012,"CC1207","Summer",87,55,"Fin whale",3,4
2012,"CC1210","Fall",87,55,"Fin whale",3,3
2012,"CC1210","Fall",87,55,"Blue whale",2,3
2012,"CC1210","Fall",87,55,"Humpback whale",1,3
2004,"CC0407","Summer",87,70,"Blue whale",3,4
2004,"CC0411","Fall",87,70,"Blue whale",1,5
2004,"CC0411","Fall",87,70,"Fin whale",2,5
2005,"CC0504","Spring",87,70,"Humpback whale",1,4
2005,"CC0511","Fall",87,70,"Blue whale",1,3
2005,"CC0511","Fall",87,70,"Fin whale",2,3
2006,"CC0607","Summer",87,70,"Blue whale",2,4
2007,"CC0704","Spring",87,70,"Humpback whale",3,4
2008,"CC0801","Winter",87,70,"Humpback whale",2,2
2008,"CC0808","Summer",87,70,"Blue whale",2,2
2009,"CC0901","Winter",87,70,"Fin whale",4,4
2009,"CC0901","Winter",87,70,"Humpback whale",4,4
2010,"CC1008","Summer",87,70,"Blue whale",1,7
2011,"CC1101","Winter",87,70,"Humpback whale",3,3
2011,"CC1108","Summer",87,70,"Blue whale",3,4
2011,"CC1108","Summer",87,70,"Fin whale",1,4
2012,"CC1203","Spring",87,70,"Fin whale",2,2
2012,"CC1203","Spring",87,70,"Humpback whale",2,2
2005,"CC0504","Spring",87,110,"Blue whale",1,4
2005,"CC0504","Spring",87,110,"Humpback whale",2,4
2005,"CC0511","Fall",87,110,"Fin whale",1,3
2007,"CC0704","Spring",87,110,"Humpback whale",1,3
2008,"CC0801","Winter",87,110,"Humpback whale",1,3
2008,"CC0803","Spring",87,110,"Humpback whale",3,3
2009,"CC0901","Winter",87,110,"Humpback whale",3,3
2009,"CC0901","Winter",87,110,"Fin whale",2,3
2010,"CC1008","Summer",87,110,"Fin whale",2,5
2010,"CC1008","Summer",87,110,"Humpback whale",1,5
2011,"CC1101","Winter",87,110,"Humpback whale",2,2
2004,"CC0411","Fall",87,35,"Fin whale",2,3
2006,"CC0604","Spring",87,35,"Fin whale",1,3
2007,"CC0704","Spring",87,35,"Fin whale",2,3
2007,"CC0704","Spring",87,35,"Blue whale",1,3
2008,"CC0808","Summer",87,35,"Blue whale",4,4
2008,"CC0808","Summer",87,35,"Fin whale",3,4
2008,"CC0808","Summer",87,35,"Humpback whale",1,4
2009,"CC0901","Winter",87,35,"Fin whale",2,2
2009,"CC0903","Spring",87,35,"Fin whale",2,3
2011,"CC1110","Fall",87,35,"Blue whale",1,5
2012,"CC1202","Winter",87,35,"Blue whale",1,4
2012,"CC1202","Winter",87,35,"Fin whale",4,4
2004,"CC0411","Fall",87,40,"Fin whale",4,4
2005,"CC0504","Spring",87,40,"Blue whale",2,4
2005,"CC0511","Fall",87,40,"Blue whale",1,4
2006,"CC0607","Summer",87,40,"Blue whale",3,4
2007,"CC0704","Spring",87,40,"Humpback whale",1,4
2008,"CC0808","Summer",87,40,"Blue whale",3,4
2009,"CC0901","Winter",87,40,"Fin whale",1,3
2012,"CC1203","Spring",87,40,"Fin whale",1,3
2005,"CC0501","Winter",87,50,"Blue whale",2,2
2005,"CC0507","Summer",87,50,"Blue whale",3,3
2006,"CC0611","Fall",87,50,"Blue whale",2,2
2006,"CC0611","Fall",87,50,"Fin whale",1,2
2012,"CC1207","Summer",87,50,"Blue whale",1,5
2005,"CC0511","Fall",87,100,"Blue whale",1,5
2006,"CC0602","Winter",87,100,"Humpback whale",2,3
2006,"CC0604","Spring",87,100,"Humpback whale",1,2
2007,"CC0704","Spring",87,100,"Humpback whale",1,3
2008,"CC0808","Summer",87,100,"Blue whale",1,3
2009,"CC0901","Winter",87,100,"Fin whale",1,3
2009,"CC0901","Winter",87,100,"Humpback whale",3,3
2009,"CC0903","Spring",87,100,"Fin whale",1,3
2009,"CC0903","Spring",87,100,"Humpback whale",2,3
2010,"CC1001","Winter",87,100,"Fin whale",4,4
2010,"CC1001","Winter",87,100,"Humpback whale",4,4
2010,"CC1008","Summer",87,100,"Fin whale",1,5
2012,"CC1202","Winter",87,100,"Humpback whale",3,9
2009,"CC0903","Spring",87,32.5,"Humpback whale",1,3
2009,"CC0907","Summer",87,32.5,"Humpback whale",2,3
2009,"CC0907","Summer",87,32.5,"Fin whale",1,3
2004,"CC0407","Summer",90,60,"Blue whale",3,3
2005,"CC0501","Winter",90,60,"Blue whale",1,2
2005,"CC0501","Winter",90,60,"Humpback whale",1,2
2005,"CC0504","Spring",90,60,"Humpback whale",2,5
2005,"CC0504","Spring",90,60,"Blue whale",2,5
2005,"CC0511","Fall",90,60,"Fin whale",2,2
2007,"CC0701","Winter",90,60,"Humpback whale",1,3
2007,"CC0704","Spring",90,60,"Humpback whale",2,3
2007,"CC0704","Spring",90,60,"Fin whale",1,3
2007,"CC0707","Summer",90,60,"Blue whale",2,3
2007,"CC0707","Summer",90,60,"Fin whale",2,3
2008,"CC0808","Summer",90,60,"Blue whale",2,2
2008,"CC0808","Summer",90,60,"Fin whale",1,2
2008,"CC0810","Fall",90,60,"Fin whale",3,3
2008,"CC0810","Fall",90,60,"Blue whale",1,3
2009,"CC0901","Winter",90,60,"Humpback whale",3,3
2005,"CC0507","Summer",90,80,"Blue whale",3,3
2005,"CC0507","Summer",90,80,"Fin whale",1,3
2006,"CC0602","Winter",90,80,"Humpback whale",2,3
2006,"CC0602","Winter",90,80,"Blue whale",1,3
2006,"CC0611","Fall",90,80,"Fin whale",2,3
2007,"CC0711","Fall",90,80,"Blue whale",3,4
2007,"CC0711","Fall",90,80,"Fin whale",1,4
2010,"CC1001","Winter",90,80,"Humpback whale",2,2
2011,"CC1110","Fall",90,80,"Blue whale",4,5
2011,"CC1110","Fall",90,80,"Humpback whale",1,5
2012,"CC1203","Spring",90,80,"Humpback whale",3,3
2012,"CC1207","Summer",90,80,"Fin whale",1,5
2004,"CC0411","Fall",90,90,"Fin whale",2,6
2004,"CC0411","Fall",90,90,"Humpback whale",1,6
2005,"CC0501","Winter",90,90,"Humpback whale",3,3
2005,"CC0501","Winter",90,90,"Blue whale",2,3
2005,"CC0501","Winter",90,90,"Fin whale",1,3
2005,"CC0504","Spring",90,90,"Humpback whale",2,5
2005,"CC0504","Spring",90,90,"Blue whale",1,5
2005,"CC0507","Summer",90,90,"Blue whale",4,4
2006,"CC0611","Fall",90,90,"Fin whale",1,4
2007,"CC0704","Spring",90,90,"Humpback whale",3,3
2007,"CC0704","Spring",90,90,"Blue whale",1,3
2007,"CC0707","Summer",90,90,"Blue whale",1,3
2008,"CC0803","Spring",90,90,"Blue whale",2,4
2008,"CC0803","Spring",90,90,"Humpback whale",1,4
2010,"CC1001","Winter",90,90,"Humpback whale",3,3
2010,"CC1001","Winter",90,90,"Fin whale",2,3
2011,"CC1104","Spring",90,90,"Humpback whale",3,3
2011,"CC1104","Spring",90,90,"Fin whale",1,3
2012,"CC1203","Spring",90,90,"Humpback whale",3,3
2012,"CC1207","Summer",90,90,"Humpback whale",1,7
2004,"CC0411","Fall",90,45,"Blue whale",4,5
2004,"CC0411","Fall",90,45,"Fin whale",5,5
2005,"CC0507","Summer",90,45,"Blue whale",3,3
2005,"CC0507","Summer",90,45,"Fin whale",3,3
2006,"CC0602","Winter",90,45,"Fin whale",1,3
2006,"CC0602","Winter",90,45,"Blue whale",1,3
2006,"CC0604","Spring",90,45,"Fin whale",4,4
2006,"CC0604","Spring",90,45,"Humpback whale",3,4
2007,"CC0711","Fall",90,45,"Blue whale",3,3
2007,"CC0711","Fall",90,45,"Fin whale",3,3
2008,"CC0801","Winter",90,45,"Fin whale",3,3
2009,"CC0903","Spring",90,45,"Fin whale",4,4
2010,"CC1001","Winter",90,45,"Fin whale",4,4
2011,"CC1104","Spring",90,45,"Fin whale",2,3
2012,"CC1203","Spring",90,45,"Fin whale",3,3
2012,"CC1203","Spring",90,45,"Humpback whale",1,3
2004,"CC0407","Summer",90,70,"Blue whale",3,4
2005,"CC0511","Fall",90,70,"Blue whale",3,3
2005,"CC0511","Fall",90,70,"Fin whale",3,3
2006,"CC0602","Winter",90,70,"Fin whale",1,2
2006,"CC0602","Winter",90,70,"Humpback whale",2,2
2006,"CC0604","Spring",90,70,"Humpback whale",2,4
2007,"CC0704","Spring",90,70,"Blue whale",2,3
2008,"CC0801","Winter",90,70,"Humpback whale",1,4
2008,"CC0808","Summer",90,70,"Blue whale",2,3
2008,"CC0808","Summer",90,70,"Fin whale",2,3
2009,"CC0901","Winter",90,70,"Humpback whale",4,4
2009,"CC0901","Winter",90,70,"Fin whale",2,4
2009,"CC0903","Spring",90,70,"Fin whale",2,3
2009,"CC0903","Spring",90,70,"Humpback whale",2,3
2009,"CC0911","Fall",90,70,"Blue whale",2,3
2009,"CC0911","Fall",90,70,"Fin whale",1,3
2010,"CC1008","Summer",90,70,"Fin whale",2,7
2012,"CC1202","Winter",90,70,"Humpback whale",1,3
2012,"CC1210","Fall",90,70,"Blue whale",1,3
2012,"CC1210","Fall",90,70,"Fin whale",1,3
2004,"CC0411","Fall",90,110,"Blue whale",2,4
2004,"CC0411","Fall",90,110,"Fin whale",1,4
2006,"CC0604","Spring",90,110,"Fin whale",1,4
2006,"CC0604","Spring",90,110,"Humpback whale",2,4
2008,"CC0801","Winter",90,110,"Humpback whale",4,4
2009,"CC0901","Winter",90,110,"Humpback whale",1,1
2010,"CC1001","Winter",90,110,"Fin whale",3,4
2010,"CC1001","Winter",90,110,"Humpback whale",4,4
2011,"CC1110","Fall",90,110,"Humpback whale",1,4
2012,"CC1202","Winter",90,110,"Humpback whale",2,7
2012,"CC1207","Summer",90,110,"Blue whale",3,5
2004,"CC0411","Fall",90,28,"Blue whale",4,4
2005,"CC0507","Summer",90,28,"Blue whale",1,5
2005,"CC0507","Summer",90,28,"Humpback whale",1,5
2006,"CC0607","Summer",90,28,"Blue whale",1,4
2006,"CC0607","Summer",90,28,"Fin whale",1,4
2008,"CC0808","Summer",90,28,"Blue whale",4,4
2008,"CC0808","Summer",90,28,"Fin whale",3,4
2008,"CC0808","Summer",90,28,"Humpback whale",1,4
2009,"CC0901","Winter",90,28,"Fin whale",2,4
2004,"CC0411","Fall",90,30,"Blue whale",3,3
2005,"CC0501","Winter",90,30,"Fin whale",3,4
2005,"CC0501","Winter",90,30,"Blue whale",2,4
2005,"CC0504","Spring",90,30,"Blue whale",1,3
2005,"CC0507","Summer",90,30,"Blue whale",1,4
2006,"CC0607","Summer",90,30,"Blue whale",1,4
2007,"CC0704","Spring",90,30,"Fin whale",2,2
2007,"CC0707","Summer",90,30,"Blue whale",1,2
2007,"CC0711","Fall",90,30,"Blue whale",4,4
2007,"CC0711","Fall",90,30,"Fin whale",4,4
2008,"CC0801","Winter",90,30,"Fin whale",2,2
2008,"CC0808","Summer",90,30,"Blue whale",2,2
2008,"CC0808","Summer",90,30,"Fin whale",1,2
2008,"CC0810","Fall",90,30,"Blue whale",3,4
2008,"CC0810","Fall",90,30,"Fin whale",2,4
2010,"CC1001","Winter",90,30,"Fin whale",3,4
2012,"CC1207","Summer",90,30,"Blue whale",2,32
2012,"CC1207","Summer",90,30,"Humpback whale",2,32
2012,"CC1210","Fall",90,30,"Blue whale",1,5
2012,"CC1210","Fall",90,30,"Fin whale",4,5
2005,"CC0504","Spring",90,35,"Fin whale",1,3
2005,"CC0504","Spring",90,35,"Blue whale",1,3
2005,"CC0504","Spring",90,35,"Humpback whale",1,3
2005,"CC0511","Fall",90,35,"Fin whale",1,1
2006,"CC0607","Summer",90,35,"Blue whale",2,4
2006,"CC0607","Summer",90,35,"Fin whale",1,4
2006,"CC0607","Summer",90,35,"Humpback whale",2,4
2007,"CC0704","Spring",90,35,"Fin whale",3,3
2007,"CC0707","Summer",90,35,"Fin whale",1,3
2008,"CC0803","Spring",90,35,"Humpback whale",1,3
2008,"CC0803","Spring",90,35,"Blue whale",1,3
2008,"CC0803","Spring",90,35,"Fin whale",1,3
2010,"CC1008","Summer",90,35,"Fin whale",3,4
2010,"CC1008","Summer",90,35,"Humpback whale",2,4
2010,"CC1008","Summer",90,35,"Blue whale",1,4
2012,"CC1210","Fall",90,35,"Fin whale",1,3
2004,"CC0411","Fall",90,37,"Fin whale",4,4
2006,"CC0602","Winter",90,37,"Blue whale",1,3
2006,"CC0604","Spring",90,37,"Fin whale",3,3
2007,"CC0704","Spring",90,37,"Fin whale",4,4
2007,"CC0704","Spring",90,37,"Humpback whale",1,4
2008,"CC0801","Winter",90,37,"Fin whale",2,3
2009,"CC0901","Winter",90,37,"Fin whale",4,4
2009,"CC0903","Spring",90,37,"Fin whale",2,3
2009,"CC0903","Spring",90,37,"Humpback whale",1,3
2010,"CC1008","Summer",90,37,"Fin whale",3,7
2010,"CC1008","Summer",90,37,"Blue whale",1,7
2010,"CC1011","Fall",90,37,"Fin whale",2,4
2011,"CC1104","Spring",90,37,"Fin whale",3,4
2011,"CC1104","Spring",90,37,"Blue whale",1,4
2011,"CC1110","Fall",90,37,"Blue whale",1,7
2011,"CC1110","Fall",90,37,"Fin whale",1,7
2012,"CC1202","Winter",90,37,"Humpback whale",1,4
2004,"CC0411","Fall",90,53,"Fin whale",1,3
2005,"CC0501","Winter",90,53,"Fin whale",3,3
2005,"CC0501","Winter",90,53,"Blue whale",1,3
2005,"CC0504","Spring",90,53,"Blue whale",2,4
2005,"CC0504","Spring",90,53,"Humpback whale",1,4
2005,"CC0507","Summer",90,53,"Blue whale",3,3
2005,"CC0507","Summer",90,53,"Fin whale",3,3
2005,"CC0507","Summer",90,53,"Humpback whale",1,3
2006,"CC0607","Summer",90,53,"Blue whale",2,3
2006,"CC0607","Summer",90,53,"Fin whale",1,3
2006,"CC0611","Fall",90,53,"Blue whale",3,4
2006,"CC0611","Fall",90,53,"Fin whale",4,4
2007,"CC0701","Winter",90,53,"Fin whale",3,3
2007,"CC0707","Summer",90,53,"Fin whale",3,3
2007,"CC0707","Summer",90,53,"Blue whale",1,3
2007,"CC0711","Fall",90,53,"Blue whale",2,4
2007,"CC0711","Fall",90,53,"Fin whale",4,4
2008,"CC0803","Spring",90,53,"Fin whale",2,2
2008,"CC0803","Spring",90,53,"Humpback whale",1,2
2010,"CC1001","Winter",90,53,"Blue whale",1,3
2010,"CC1001","Winter",90,53,"Fin whale",3,3
2012,"CC1203","Spring",90,53,"Fin whale",3,4
2012,"CC1203","Spring",90,53,"Humpback whale",4,4
2012,"CC1210","Fall",90,53,"Blue whale",2,4
2012,"CC1210","Fall",90,53,"Fin whale",3,4
2005,"CC0501","Winter",90,100,"Humpback whale",4,4
2005,"CC0501","Winter",90,100,"Fin whale",1,4
2005,"CC0504","Spring",90,100,"Humpback whale",2,5
2006,"CC0607","Summer",90,100,"Blue whale",1,4
2007,"CC0707","Summer",90,100,"Blue whale",2,4
2008,"CC0808","Summer",90,100,"Blue whale",2,4
2009,"CC0901","Winter",90,100,"Humpback whale",4,4
2009,"CC0901","Winter",90,100,"Fin whale",3,4
2011,"CC1104","Spring",90,100,"Blue whale",2,2
2011,"CC1104","Spring",90,100,"Humpback whale",2,2
2011,"CC1110","Fall",90,100,"Fin whale",2,4
2004,"CC0411","Fall",90,120,"Blue whale",1,6
2004,"CC0411","Fall",90,120,"Fin whale",1,6
2004,"CC0411","Fall",90,120,"Humpback whale",2,6
2005,"CC0504","Spring",90,120,"Blue whale",1,4
2006,"CC0602","Winter",90,120,"Humpback whale",4,4
2006,"CC0602","Winter",90,120,"Fin whale",1,4
2007,"CC0701","Winter",90,120,"Humpback whale",4,4
2007,"CC0707","Summer",90,120,"Blue whale",1,3
2007,"CC0711","Fall",90,120,"Blue whale",1,4
2008,"CC0803","Spring",90,120,"Humpback whale",3,4
2010,"CC1001","Winter",90,120,"Humpback whale",3,4
2005,"CC0501","Winter",77,60,"Humpback whale",3,3
2005,"CC0507","Summer",77,60,"Blue whale",2,4
2005,"CC0511","Fall",77,60,"Blue whale",1,1
2006,"CC0604","Spring",77,60,"Humpback whale",3,3
2006,"CC0607","Summer",77,60,"Blue whale",2,3
2008,"CC0810","Fall",77,60,"Fin whale",2,2
2009,"CC0901","Winter",77,60,"Humpback whale",2,3
2012,"CC1207","Summer",77,60,"Blue whale",5,6
2012,"CC1207","Summer",77,60,"Fin whale",1,6
2004,"CC0411","Fall",77,80,"Fin whale",4,5
2005,"CC0504","Spring",77,80,"Humpback whale",3,3
2005,"CC0504","Spring",77,80,"Blue whale",1,3
2006,"CC0602","Winter",77,80,"Humpback whale",2,2
2007,"CC0707","Summer",77,80,"Blue whale",1,3
2008,"CC0801","Winter",77,80,"Humpback whale",2,2
2008,"CC0808","Summer",77,80,"Fin whale",6,7
2008,"CC0808","Summer",77,80,"Blue whale",2,7
2010,"CC1001","Winter",77,80,"Humpback whale",5,5
2010,"CC1011","Fall",77,80,"Blue whale",1,2
2010,"CC1011","Fall",77,80,"Fin whale",2,2
2011,"CC1101","Winter",77,80,"Humpback whale",3,3
2011,"CC1104","Spring",77,80,"Humpback whale",4,4
2011,"CC1104","Spring",77,80,"Fin whale",1,4
2012,"CC1203","Spring",77,80,"Fin whale",1,3
2012,"CC1203","Spring",77,80,"Humpback whale",1,3
2004,"CC0411","Fall",77,90,"Fin whale",1,5
2005,"CC0507","Summer",77,90,"Blue whale",1,2
2006,"CC0604","Spring",77,90,"Humpback whale",3,3
2006,"CC0607","Summer",77,90,"Fin whale",2,4
2007,"CC0711","Fall",77,90,"Fin whale",1,2
2008,"CC0801","Winter",77,90,"Humpback whale",2,2
2009,"CC0901","Winter",77,90,"Humpback whale",2,4
2009,"CC0901","Winter",77,90,"Fin whale",1,4
2011,"CC1101","Winter",77,90,"Humpback whale",2,2
2011,"CC1101","Winter",77,90,"Fin whale",1,2
2012,"CC1202","Winter",77,90,"Humpback whale",4,7
2012,"CC1203","Spring",77,90,"Humpback whale",3,3
2004,"CC0411","Fall",77,55,"Fin whale",3,5
2004,"CC0411","Fall",77,55,"Humpback whale",4,5
2005,"CC0501","Winter",77,55,"Blue whale",1,3
2005,"CC0501","Winter",77,55,"Fin whale",1,3
2005,"CC0507","Summer",77,55,"Blue whale",2,2
2006,"CC0604","Spring",77,55,"Fin whale",1,4
2006,"CC0604","Spring",77,55,"Humpback whale",3,4
2006,"CC0607","Summer",77,55,"Blue whale",3,3
2006,"CC0607","Summer",77,55,"Humpback whale",1,3
2008,"CC0808","Summer",77,55,"Blue whale",4,4
2008,"CC0808","Summer",77,55,"Fin whale",3,4
2008,"CC0808","Summer",77,55,"Humpback whale",2,4
2009,"CC0901","Winter",77,55,"Humpback whale",2,3
2009,"CC0907","Summer",77,55,"Humpback whale",2,3
2012,"CC1207","Summer",77,55,"Blue whale",3,3
2012,"CC1207","Summer",77,55,"Fin whale",1,3
2004,"CC0411","Fall",77,70,"Fin whale",4,4
2005,"CC0504","Spring",77,70,"Humpback whale",1,4
2005,"CC0507","Summer",77,70,"Humpback whale",1,4
2005,"CC0511","Fall",77,70,"Blue whale",1,2
2005,"CC0511","Fall",77,70,"Fin whale",1,2
2006,"CC0602","Winter",77,70,"Humpback whale",3,3
2006,"CC0602","Winter",77,70,"Fin whale",2,3
2007,"CC0707","Summer",77,70,"Fin whale",1,1
2009,"CC0907","Summer",77,70,"Humpback whale",1,3
2010,"CC1001","Winter",77,70,"Fin whale",4,4
2010,"CC1001","Winter",77,70,"Humpback whale",4,4
2011,"CC1104","Spring",77,70,"Humpback whale",3,4
2011,"CC1104","Spring",77,70,"Fin whale",1,4
2011,"CC1108","Summer",77,70,"Fin whale",2,4
2012,"CC1210","Fall",77,70,"Blue whale",1,3
2012,"CC1210","Fall",77,70,"Fin whale",1,3
2004,"CC0411","Fall",77,49,"Humpback whale",3,3
2005,"CC0504","Spring",77,49,"Humpback whale",2,3
2008,"CC0808","Summer",77,49,"Blue whale",2,2
2008,"CC0808","Summer",77,49,"Humpback whale",2,2
2004,"CC0411","Fall",77,51,"Humpback whale",3,3
2004,"CC0411","Fall",77,51,"Blue whale",1,3
2004,"CC0411","Fall",77,51,"Fin whale",2,3
2006,"CC0607","Summer",77,51,"Blue whale",1,1
2008,"CC0808","Summer",77,51,"Blue whale",3,4
2008,"CC0808","Summer",77,51,"Humpback whale",3,4
2010,"CC1001","Winter",77,51,"Humpback whale",2,4
2010,"CC1001","Winter",77,51,"Fin whale",1,4
2012,"CC1202","Winter",77,51,"Humpback whale",2,5
2012,"CC1207","Summer",77,51,"Blue whale",3,3
2012,"CC1207","Summer",77,51,"Fin whale",1,3
2004,"CC0411","Fall",77,100,"Fin whale",1,4
2004,"CC0411","Fall",77,100,"Blue whale",1,4
2005,"CC0501","Winter",77,100,"Humpback whale",3,3
2005,"CC0501","Winter",77,100,"Blue whale",1,3
2005,"CC0507","Summer",77,100,"Humpback whale",1,3
2006,"CC0604","Spring",77,100,"Humpback whale",3,3
2009,"CC0901","Winter",77,100,"Humpback whale",4,4
2010,"CC1001","Winter",77,100,"Humpback whale",3,3
2010,"CC1001","Winter",77,100,"Fin whale",1,3
2011,"CC1108","Summer",77,100,"Blue whale",1,3
2012,"CC1210","Fall",77,100,"Humpback whale",2,4
2006,"CC0602","Winter",77,65,"Humpback whale",1,2
2005,"CC0501","Winter",82,47,"Blue whale",2,3
2005,"CC0501","Winter",82,47,"Humpback whale",1,3
2005,"CC0507","Summer",82,47,"Blue whale",4,4
2005,"CC0507","Summer",82,47,"Humpback whale",1,4
2006,"CC0604","Spring",82,47,"Humpback whale",2,3
2006,"CC0607","Summer",82,47,"Blue whale",2,3
2009,"CC0903","Spring",82,47,"Humpback whale",2,4
2010,"CC1001","Winter",73,60,"Fin whale",2,4
2010,"CC1001","Winter",73,60,"Humpback whale",4,4
2011,"CC1101","Winter",73,60,"Humpback whale",2,4
2006,"CC0602","Winter",73,80,"Fin whale",1,2
2010,"CC1004","Spring",73,90,"Humpback whale",1,6
2010,"CC1008","Summer",73,90,"Fin whale",1,4
2011,"CC1101","Winter",73,70,"Humpback whale",1,2
2009,"CC0911","Fall",76,90,"Humpback whale",2,4
2010,"CC1008","Summer",76,55,"Blue whale",3,7
2010,"CC1008","Summer",76,55,"Humpback whale",1,7
2010,"CC1008","Summer",76,55,"Fin whale",1,7
2009,"CC0911","Fall",76,70,"Fin whale",1,4
2009,"CC0911","Fall",76,49,"Humpback whale",1,2
2010,"CC1008","Summer",76,100,"Blue whale",1,4
2010,"CC1001","Winter",67,80,"Humpback whale",1,2
2011,"CC1101","Winter",67,70,"Humpback whale",1,3
2010,"CC1001","Winter",67,50,"Humpback whale",1,4
2010,"CC1001","Winter",67,75,"Humpback whale",3,3
2011,"CC1101","Winter",67,75,"Fin whale",1,3
2011,"CC1101","Winter",67,75,"Humpback whale",1,3
2010,"CC1001","Winter",70,80,"Humpback whale",3,3
2011,"CC1101","Winter",70,80,"Humpback whale",1,3
2011,"CC1101","Winter",70,90,"Humpback whale",1,1
2010,"CC1001","Winter",70,70,"Humpback whale",3,3
2010,"CC1011","Fall",86,70,"Fin whale",4,4
2010,"CC1011","Fall",86,70,"Blue whale",2,4
2010,"CC1011","Fall",86,70,"Humpback whale",1,4
2011,"CC1101","Winter",60,60,"Humpback whale",3,3
2011,"CC1101","Winter",63,80,"Humpback whale",3,3
