EID,X,Y,ev,when,spd,hdg,cruise,vessel,eff,trn,port,star,qual,vis,precip,cloud,glareL,glareR,glareS,wind.dir,wind.spd,bft,swell,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36
32,-120.7759416,35.0887933,COM,11/17/2023 12:02,0,62,CC2311SR,SallRide,0,0,KW ,JE ,P ,6,OV ,81,142,167,M ,34,22,5,5,on 77.-49  station  ,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
33,-120.7759383,35.0887966,EFF,11/17/2023 12:02,0,62,CC2311SR,SallRide,1,0,KW ,JE ,P ,6,OV ,81,142,167,M ,34,22,5,5,1,0,KW ,JE ,CC2311SR,SallRide            ,on 77.-49  station  ,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
34,-120.7626616,34.9931883,COM,11/17/2023 13:16,9,170,CC2311SR,SallRide,1,0,KW ,JE ,P ,6,OV ,81,142,167,M ,34,22,5,5,on 77.-49  station to south line 80-51 station    ,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
35,-120.7589883,34.96252,COM,11/17/2023 13:29,9,174,CC2311SR,SallRide,1,0,KW ,JE ,P ,6,OV ,81,142,167,M ,34,22,5,5,on 77.-49  station to south line 80-51 station  WE ARE ON NONSTANDARD coastal transect,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
36,-120.7589716,34.9624,EFF,11/17/2023 13:29,9,171,CC2311SR,SallRide,0,1,KW ,JE ,P ,6,OV ,81,142,167,M ,34,22,5,5,0,1,KW ,JE ,CC2311SR,SallRide            ,on 77.-49  station to south line 80-51 station  WE ARE ON NONSTANDARD coastal transect,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
37,-120.5848416,34.4979683,COM,11/17/2023 17:00,9,113,CC2311SR,SallRide,0,1,KW ,JE ,P ,6,OV ,81,142,167,M ,34,22,5,5,in the last hours from 2;15 to 5:00 we had havey rain abd beaufort 5-6. observers went inside the bridge during this time to keep wtch in there. we had more than 14 humpback whales and 78 long beak common dolphin; 400 cal sa lions all feeding around whales and 11 TUFTED Puffin!!!!,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
38,-120.58057,34.4965783,COM,11/17/2023 17:01,9,108,CC2311SR,SallRide,0,1,KW ,JE ,P ,6,OV ,81,142,167,M ,34,22,5,5,going to line 80-51 station  END DAY DO TO heavy rain and beaufort 6.,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
39,-120.580185,34.4964583,END,11/17/2023 17:01,10,110,CC2311SR,SallRide,0,1,KW ,JE ,P ,6,OV ,81,142,167,M ,34,22,5,5,,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
EID,X,Y,ev,when,spd,hdg,cruise,vessel,eff,trn,port,star,qual,vis,precip,cloud,glareL,glareR,glareS,wind.dir,wind.spd,bft,swell,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36
3,-119.4250883,34.2194516,COM,11/18/2023 6:30,10,240,,,EF,NA,   ,   ,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA,NA,BEGIN DAY  GOING TO 83-42,NA,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,-119.4251883,34.219405,EFF,11/18/2023 6:30,10,239,CC2311SR,SallRide,0,0,KW ,JE ,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA,NA,0,0,KW ,JE ,CC2311SR,SallRide            ,BEGIN DAY  GOING TO 83-42,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,-119.4282466,34.2178833,SEA,11/18/2023 6:31,10,239,CC2311SR,SallRide,0,0,KW ,JE ,F ,6,PC ,67,0,0,N ,289,5,3,3,F ,6,PC ,67,0,0,N ,289,5,3,3,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,-119.4535216,34.2053833,SIT,11/18/2023 6:39,10,240,CC2311SR,SallRide,0,0,KW ,JE ,F ,6,PC ,67,10,13,N ,289,5,3,3,CETA,77,KW ,1,239.07,254,3,0,0,0,0,0,3,3,3,0NA,MN  ,100,NA,0,1,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA
7,-119.45877,34.202845,SIT,11/18/2023 6:41,11,240,CC2311SR,SallRide,0,0,KW ,JE ,F ,6,PC ,67,20,27,N ,289,5,3,3,CETA,78,JE ,2,239.32,246,0,211,0,0,0,0,53,42,69,0NA,DC  ,100,NA,0,1,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA
8,-119.461175,34.2016883,SIT,11/18/2023 6:42,11,240,CC2311SR,SallRide,0,0,KW ,JE ,F ,6,PC ,67,30,40,N ,289,5,3,3,PINN,18,   ,0,239.92,0,0,0,0,0,0,0,42,0,0,0NA,Zac ,100,NA,0,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA
9,-119.479755,34.1927583,COM,11/18/2023 6:48,10,240,CC2311SR,SallRide,0,0,KW ,JE ,F ,6,PC ,67,40,53,N ,289,5,3,3,BEGIN DAY  GOING TO 83-42  1 observer   1 bouy deeployed,NA,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,-119.4798066,34.192735,EFF,11/18/2023 6:48,10,240,NA,NA,NA,NA,NA,NA,F ,6,PC ,67,50,66,N ,289,5,3,3,6,0,KW ,JE ,CC2311SR,SallRide            ,BEGIN DAY  GOING TO 83-42  1 observer   1 bouy deeployed,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,-119.485055,34.1902066,EFF,11/18/2023 6:50,10,240,CC2311SR,SallRide,6,0,KW ,KW ,F ,6,PC ,67,60,80,N ,289,5,3,3,6,0,KW ,KW ,CC2311SR,SallRide            ,BEGIN DAY  GOING TO 83-42  1 observer   1 bouy deeployed,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,-119.5033433,34.1815683,SIT,11/18/2023 6:56,11,240,CC2311SR,SallRide,6,0,KW ,KW ,F ,6,PC ,67,70,93,N ,289,5,3,3,CETA,79,KW ,1,241.19,245,2,0,0,0,0,0,1,1,1,0,MN  ,100,NA,0,1,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA
13,-119.5055183,34.1805,UPD,11/18/2023 6:57,10,239,CC2311SR,SallRide,6,0,KW ,KW ,F ,6,PC ,67,80,106,N ,289,5,3,3,CETA,78,JE ,2,239.32,246,0,211,0,0,0,0,103,78,133,0NA,DC  ,100,NA,0,1,5,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA
14,-119.5257133,34.1703833,COM,11/18/2023 7:05,1,59,CC2311SR,SallRide,6,0,KW ,KW ,F ,6,PC ,67,90,119,N ,289,5,3,3,on 83-42  1 observer   1 bouy deeployed,NA,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,-119.5071616,34.17907,EFF,11/18/2023 8:26,8,113,CC2311SR,SallRide,0,1,KW ,JE ,F ,6,PC ,67,100,133,N ,289,5,3,3,0,1,KW ,JE ,CC2311SR,SallRide            ,on 83-42 going to tranit on the coastal TRN to Pt DOOM station.  1 observer   1 bouy deeployed,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,-119.5070016,34.17901,COM,11/18/2023 8:26,8,113,CC2311SR,SallRide,0,1,KW ,JE ,F ,6,PC ,67,110,146,N ,289,5,3,3,on 83-42 going to tranit on the coastal TRN to Pt DOOM station.  1 observer   1 bouy deeployed,NA,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,-119.50521,34.1783383,SEA,11/18/2023 8:27,9,115,CC2311SR,SallRide,0,1,KW ,JE ,F ,6,PC ,67,110,146,SE,289,11,3,3,F ,6,PC ,67,110,146,SE,289,11,3,3,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,-119.3986466,34.1391133,SIT,11/18/2023 9:05,9,113,CC2311SR,SallRide,0,1,KW ,JE ,F ,6,PC ,59,110,146,SE,289,11,3,3,CETA,80,KW ,2,111.52,44,3,0,2,14,10,178,864,800,922,0NA,DC  ,100,NA,0,1,5,2,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA
19,-119.364765,34.1279216,SIT,11/18/2023 9:17,9,108,CC2311SR,SallRide,0,1,KW ,JE ,F ,6,PC ,50,110,146,SE,289,11,3,3,CETA,81,KW ,2,111.08,111,2,0,0,0,0,0,268,255,320,0NA,DC  ,100,NA,0,2,5,1,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA
20,-119.305985,34.1098033,SIT,11/18/2023 9:37,9,112,CC2311SR,SallRide,0,1,KW ,JE ,F ,6,PC ,42,110,146,SE,289,11,3,3,CETA,82,JE ,2,112.86,134,3,0,0,0,0,0,149,135,187,0NA,DC  ,100,NA,0,2,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA
21,-119.2733366,34.1001066,SIT,11/18/2023 9:48,9,108,CC2311SR,SallRide,0,1,KW ,JE ,F ,6,PC ,34,110,146,SE,289,11,3,3,CETA,83,KW ,2,111.52,98,1,0,0.5,14,33,221,964,941,126,12,DC  ,100,NA,0,2,5,7,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA
22,-119.2309916,34.0873316,SEA,11/18/2023 10:03,9,112,CC2311SR,SallRide,0,1,KW ,JE ,F ,6,PC ,34,110,146,SE,289,13,3,3,F ,6,PC ,34,110,146,SE,289,13,3,3,right side veiw is 70%  off duee to intence sun  glare,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,-119.22741,34.086265,SEA,11/18/2023 10:04,9,111,CC2311SR,SallRide,0,1,KW ,JE ,P ,6,PC ,34,110,146,SE,289,14,4,3,P ,6,PC ,34,110,146,SE,289,14,4,3,right side veiw is 70%  off duee to intence sun  glare,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,-119.101065,34.0513683,SIT,11/18/2023 10:47,9,111,CC2311SR,SallRide,0,1,KW ,JE ,P ,6,PC ,34,124,165,SE,289,14,4,3,CETA,84,KW ,2,107.83,122,2.7,14,2,0,11,211,1233,1163,1422,0NA,DC  ,100,NA,0,2,1,5,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA
25,-118.928315,34.0099766,EFF,11/18/2023 11:44,10,102,NA,NA,NA,NA,NA,NA,P ,6,PC ,34,138,184,SE,289,14,4,3,7,1,KW ,JE ,CC2311SR,SallRide            ,on 83-42 going to tranit on the coastal TRN to Pt DOOM station.  observers at lunch,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,-118.8182766,33.9818933,EFF,11/18/2023 12:49,10,140,NA,NA,NA,NA,NA,NA,P ,6,PC ,34,152,203,SE,289,14,4,3,6,1,KW ,JE ,CC2311SR,SallRide            ,on 83-42 going to tranit on the coastal TRN to Pt DOOM station.   1 observer on,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,-118.8180316,33.9816633,EFF,11/18/2023 12:49,9,135,CC2311SR,SallRide,6,1,KW ,KW ,P ,6,PC ,34,166,222,SE,289,14,4,3,6,1,KW ,KW ,CC2311SR,SallRide            ,on 83-42 going to tranit on the coastal TRN to Pt DOOM station.   1 observer on,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,-118.69268,33.8599183,SIT,11/18/2023 13:49,10,138,CC2311SR,SallRide,6,1,KW ,KW ,P ,6,PC ,34,180,241,SE,289,14,4,3,CETA,85,JE ,2,139.08,124,4,0,0,0,0,0,132,120,155,6,DC  ,100,NA,0,1,2,5,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA
29,-118.68889,33.8561866,SEA,11/18/2023 13:51,10,140,CC2311SR,SallRide,6,1,KW ,KW ,P ,6,PC ,34,180,241,SE,289,11,3,3,P ,6,PC ,34,180,241,SE,289,11,3,3,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,-118.5083233,33.6253416,COM,11/18/2023 15:49,9,130,CC2311SR,SallRide,6,1,KW ,KW ,P ,6,PC ,34,180,241,SE,289,11,3,3,OBSERVATIONS AND DEPLOYMENTS HAVE ENDED FOR CC2311SR   STILL IN TRANSIT TO SD PORT.  ,NA,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,-118.5081783,33.6252466,END,11/18/2023 15:49,8,125,CC2311SR,SallRide,6,1,KW ,KW ,P ,6,PC ,34,180,241,SE,289,11,3,3,,NA,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
