"station","Year","Season","cruise","line","SB#","D/O?","Date","Hour","Quality","Sarah's scale (amt of background)","Types of Background","Detections?","Blue B","Blue D","Fin 20Hz Singular","Fin 20Hz Song","Fin C.C.","Fin H.C.","Humpback Song","Humpback Non-song","Start/End","Hour spans","Comments","Scan Method","Time window","Top freq","Low Freq","FFT Length","Overlap","SpeciesName","longitude","latitude","depth"
35,2011,"Summer","CC1108","90.0","SB27","DIFAR",2011-08-03,1899-12-31 01:00:00,"Poor","tons","1,2,A,B","No",0,0,0,0,0,0,0,0,"ends 1:29:59",3,"static takes over 5min11s in every 10 min; looks broken","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.62873,33.82286,662
37,2011,"Fall","CC1110","90.0","SB15","DIFAR",2011-10-23,1899-12-31 04:00:00,"Medium","lots","1,2,A","No",0,0,0,0,0,0,0,0,NA,4,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2012,"Winter","CC1202","90.0","SB16","DIFAR",2012-02-02,1899-12-31 23:00:00,"High","bit","1,2","No",0,0,0,0,0,0,0,0,"ends 23:29",2,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2010,"Summer","CC1008","90.0","SB15","OMNI",2010-08-05,1899-12-31 21:00:00,"High","bit to lots","1,2,3,A,B","Yes",0,0,0,1,0,0,0,0,NA,8,NA,"wav files, cts","60s","500Hz","0Hz",3000,0.95,"Fin Whale",-118.97425,33.65619,737
37,2011,"Fall","CC1110","90.0","SB15","DIFAR",2011-10-23,1899-12-31,"Poor","tons","1,2,3,A","No",0,0,0,0,0,0,0,0,NA,4,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2007,"Spring","CC07","90.0","SB13","OMNI",2007-04-06,1899-12-31 16:00:00,"High**","bit**","1,2,3,A","Yes",0,0,0,1,0,0,0,0,"starts 16:28:21",5,"looks broken; static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-118.97425,33.65619,737
37,2011,"Fall","CC1110","90.0","SB15","DIFAR",2011-10-23,1899-12-31 05:00:00,"Medium","lots","1,2,A","No",0,0,0,0,0,0,0,0,"ends 5:55:00",4,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2004,"Summer","CC0407D","90.0","SB12","OMNI",2004-07-18,1899-12-31 15:00:00,"High**","bit to lots**","1,2,3,A,B","No",0,0,0,0,0,0,0,0,"starts 15:10:47",2,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2010,"Summer","CC1008","90.0","SB15","OMNI",2010-08-05,1899-12-31 20:00:00,"High","bit to lots","1,2,3,A,B","Yes",0,0,0,1,0,0,0,0,NA,8,NA,"wav files, cts","60s","500Hz","0Hz",3000,0.95,"Fin Whale",-118.97425,33.65619,737
37,2004,"Summer","CC0407D","90.0","SB12","OMNI",2004-07-18,1899-12-31 16:00:00,"Medium**","bit to lots**","1,2,A,B","No",0,0,0,0,0,0,0,0,NA,6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2009,"Fall","CC0911","90.0","SB10","OMNI",2009-11-12,1899-12-31 16:00:00,"High","bit to lots","1,2,3,A,B","No",0,0,0,0,0,0,0,0,"ends 16:48:11",6,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2011,"Fall","CC1110","90.0","SB15","DIFAR",2011-10-23,1899-12-31 02:00:00,"Medium","lots","1,2,A","No",0,0,0,0,0,0,0,0,NA,4,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2010,"Summer","CC1008","90.0","SB15","OMNI",2010-08-05,1899-12-31 19:00:00,"High","bit","1,2,3,A,B","No",0,0,0,0,0,0,0,0,NA,7,NA,"wav files, cts","60s","500Hz","0Hz",3000,0.95,NA,-118.97425,33.65619,737
37,2009,"Summer","CC0907","90.0","SB14","OMNI",2009-07-20,1899-12-31 19:00:00,"Poor","tons","1,2,3,A,B","No",0,0,0,0,0,0,0,0,NA,6,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2009,"Summer","CC0907","90.0","SB14","OMNI",2009-07-20,1899-12-31 18:00:00,"Poor","tons","1,2,3,B","No",0,0,0,0,0,0,0,0,"starts 18:58:13",1,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2012,"Winter","CC1202","90.0","SB16","DIFAR",2012-02-02,1899-12-31 22:00:00,"High","bit","1,2","No",0,0,0,0,0,0,0,0,NA,4,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2005,"Fall","CC0511","90.0","SB09","OMNI",2005-11-10,1899-12-31 16:00:00,"Medium**","lots**","1,2,A,B","No",0,0,0,0,0,0,0,0,"ends 16:39:59",4,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2011,"Fall","CC1110","90.0","SB15","DIFAR",2011-10-23,1899-12-31 03:00:00,"Medium","lots","1,2,A","No",0,0,0,0,0,0,0,0,NA,4,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2012,"Winter","CC1202","90.0","SB16","DIFAR",2012-02-02,1899-12-31 20:00:00,"High","bit","1,2,3","Yes",0,0,0,1,0,0,0,0,"starts 20:10:19",3,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Humpback Whale",-118.97425,33.65619,737
37,2004,"Summer","CC0407D","90.0","SB12","OMNI",2004-07-18,1899-12-31 17:00:00,"High**","bit to lots**","1,2,3,A,B","No",0,0,0,0,0,0,0,0,"ends 17:18:31",2,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2009,"Winter","CC0901","90.0","SB10","OMNI",2009-01-13,1899-12-31 19:00:00,"High","bit","1,2,3,B","Yes",0,0,0,1,0,0,0,0,"ends 19:09:00",1,"static takes over 7min 48sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-118.97425,33.65619,737
37,2009,"Fall","CC0911","90.0","SB10","OMNI",2009-11-12,1899-12-31 15:00:00,"High","bit","1,2,3,B","No",0,0,0,0,0,0,0,0,NA,7,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2011,"Fall","CC1110","90.0","SB15","DIFAR",2011-10-23,1899-12-31 01:00:00,"Poor","lots to tons","1,2,3,A","Yes",0,1,0,1,1,0,0,0,NA,5,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-118.97425,33.65619,737
37,2004,"Fall","CC041","90.0","SB12","OMNI",2004-11-09,1899-12-31 09:00:00,"High**","bit to lots**","1,2,3,A,B","Yes",0,0,0,1,0,0,0,0,NA,6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-118.97425,33.65619,737
37,2011,"Spring","CC1104","90.0","SB26","DIFAR",2011-04-17,1899-12-31 03:00:00,"High","bit","1,2,3","No",0,0,0,0,0,0,0,0,"ends 3:04:35",1,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2009,"Summer","CC0907","90.0","SB14","OMNI",2009-07-20,1899-12-31 20:00:00,"Poor","tons","1,2,3,A,B","No",0,0,0,0,0,0,0,0,"ends 20:09:00",1,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2011,"Spring","CC1104","90.0","SB26","DIFAR",2011-04-17,1899-12-31 01:00:00,"High","bit","1,2,3,B","Yes",0,1,0,1,0,0,0,0,NA,5,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Blue Whale",-118.97425,33.65619,737
37,2006,"Winter","CC06","90.0","SB16","OMNI",2006-02-10,1899-12-31,"Poor","tons","1,2,3,A,B","No",0,0,0,0,0,0,0,0,NA,6,"looks broken","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2006,"Winter","CC06","90.0","SB16","OMNI",2006-02-10,1899-12-31 01:00:00,"Medium","lots to tons","1,2,3,B","Yes",1,0,0,0,0,0,0,0,"ends 1:49:59",5,"looks broken","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Blue Whale",-118.97425,33.65619,737
37,2010,"Summer","CC1008","90.0","SB15","OMNI",2010-08-05,1899-12-31 18:00:00,"High","bit","1,2,3,A,B","Yes",0,1,0,0,0,0,0,0,NA,7,NA,"wav files, cts","60s","500Hz","0Hz",3000,0.95,"Blue Whale",-118.97425,33.65619,737
37,2006,"Winter","CC06","90.0","SB16","OMNI",2006-02-09,1899-12-31 23:00:00,"Poor","tons","1,2,3,A,B","No",0,0,0,0,0,0,0,0,"starts 23:43:08",2,"looks broken","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2009,"Winter","CC0901","90.0","SB10","OMNI",2009-01-13,1899-12-31 18:00:00,"Medium","bit to lots","1,2,3,A,B","Yes",0,0,0,1,0,0,0,0,NA,7,"static takes over 7min 48sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-118.97425,33.65619,737
37,2007,"Spring","CC07","90.0","SB13","OMNI",2007-04-06,1899-12-31 17:00:00,"High**","bit**","1,2,3,A,B","Yes",0,0,1,1,1,1,0,1,NA,6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Humpback Whale",-118.97425,33.65619,737
37,2010,"Summer","CC1008","90.0","SB15","OMNI",2010-08-05,1899-12-31 22:00:00,"High","bit","1,2,3,A","No",0,0,0,0,0,0,0,0,NA,7,NA,"wav files, cts","60s","500Hz","0Hz",3000,0.95,NA,-118.97425,33.65619,737
37,2005,"Fall","CC0511","90.0","SB09","OMNI",2005-11-10,1899-12-31 15:00:00,"Medium**","bit to lots**","1,2,3,A,B","No",0,0,0,0,0,0,0,0,NA,6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2012,"Winter","CC1202","90.0","SB16","DIFAR",2012-02-02,1899-12-31 21:00:00,"High","bit","1,2,3,A","No",0,0,0,0,0,0,0,0,NA,5,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2009,"Winter","CC0901","90.0","SB10","OMNI",2009-01-13,1899-12-31 16:00:00,"Poor","lots to tons","1,2,3,A,B","Yes",0,0,0,1,0,0,0,0,"starts 16:35:11",5,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-118.97425,33.65619,737
37,2004,"Fall","CC041","90.0","SB12","OMNI",2004-11-09,1899-12-31 10:00:00,"Medium**","lots**","1,2,3,A,B","Yes",0,0,0,1,0,0,0,0,"ends 10:11:49",2,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-118.97425,33.65619,737
37,2007,"Spring","CC07","90.0","SB13","OMNI",2007-04-06,1899-12-31 18:00:00,"High**","bit to lots**","1,2,3,A,B","Yes",0,0,0,1,0,0,0,0,"ends 18:23:48",3,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-118.97425,33.65619,737
37,2011,"Spring","CC1104","90.0","SB26","DIFAR",2011-04-17,1899-12-31,"High","bit","1,2,3,A","Yes",0,0,0,1,0,0,0,0,"starts 0:27:10",2,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-118.97425,33.65619,737
37,2011,"Spring","CC1104","90.0","SB26","DIFAR",2011-04-17,1899-12-31 02:00:00,"High","bit to lots","1,2,3,A,B","Yes",0,0,0,1,0,0,0,0,NA,4,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-118.97425,33.65619,737
37,2007,"Spring","CC07","90.0","SB12","OMNI",2007-04-06,1899-12-31 15:00:00,"Medium**","lots**","1,2,3,A,B","Yes",0,0,0,1,0,0,0,0,"starts 15:28:40; ends 15:59:52",4,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-118.97425,33.65619,737
37,2006,"Spring","CC06","90.0","SB14","OMNI",2006-04-07,1899-12-31 23:00:00,"High**","bit to lots**","1,2,3,A,B","Yes",0,0,0,1,0,1,0,0,NA,6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-118.97425,33.65619,737
37,2011,"Fall","CC1110","90.0","SB15","DIFAR",2011-10-23,1899-12-31 01:00:00,"Poor","lots to tons","1,2,3,A","Yes",0,1,0,1,1,0,0,0,NA,5,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Blue Whale",-118.97425,33.65619,737
37,2009,"Winter","CC0901","90.0","SB10","OMNI",2009-01-13,1899-12-31 17:00:00,"Medium","bit to tons","1,2,3,A,B","Yes",0,0,0,1,0,0,0,0,NA,6,"static takes over 7min 48sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-118.97425,33.65619,737
37,2004,"Fall","CC041","90.0","SB12","OMNI",2004-11-09,1899-12-31 08:00:00,"High**","bit to lots**","1,2,3,A,B","Yes",0,0,0,1,0,0,0,0,NA,6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-118.97425,33.65619,737
37,2010,"Summer","CC1008","90.0","SB15","OMNI",2010-08-05,1899-12-31 17:00:00,"High","bit","1,2,3","Yes",0,0,0,1,0,0,0,0,"starts 17:43:44",2,NA,"wav files, cts","60s","500Hz","0Hz",3000,0.95,"Fin Whale",-118.97425,33.65619,737
37,2010,"Fall","CC10","90.0","SB17","DIFAR",2010-11-03,1899-12-31 19:00:00,"Medium","lots","1,2,3","Yes",0,0,0,1,0,0,0,0,NA,2,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-118.97425,33.65619,737
37,2009,"Spring","CC09","90.0","SB10","OMNI",2009-03-13,1899-12-31 22:00:00,"Poor","lots to tons","1,2,3,A,B","Yes",0,0,0,1,0,0,1,0,"ends 22:51:37",5,"static takes over 5min 10s into every 10 min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Humpback Whale",-118.97425,33.65619,737
37,2010,"Fall","CC10","90.0","SB17","DIFAR",2010-11-03,1899-12-31 20:00:00,"Medium","lots","1,2","Yes",0,0,0,1,0,0,0,0,"ends 20:54:22",2,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-118.97425,33.65619,737
37,2011,"Fall","CC1110","90.0","SB15","DIFAR",2011-10-22,1899-12-31 23:00:00,"Poor","lots to tons","1,2,3,A","No",0,0,0,0,0,0,0,0,"starts 23:32:46",2,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2007,"Spring","CC07","90.0","SB13","OMNI",2007-04-06,1899-12-31 17:00:00,"High**","bit**","1,2,3,A,B","Yes",0,0,1,1,1,1,0,1,NA,6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-118.97425,33.65619,737
37,2006,"Spring","CC06","90.0","SB14","OMNI",2006-04-08,1899-12-31,"High**","bit**","1,2,3,A,B","Yes",0,0,0,1,0,0,0,0,"ends 0:37:06",4,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-118.97425,33.65619,737
37,2010,"Summer","CC1008","90.0","SB15","OMNI",2010-08-05,1899-12-31 23:00:00,"High","bit","1,2,3","No",0,0,0,0,0,0,0,0,"ends 23:15:40",3,NA,"wav files, cts","60s","500Hz","0Hz",3000,0.95,NA,-118.97425,33.65619,737
37,2009,"Spring","CC09","90.0","SB10","OMNI",2009-03-13,1899-12-31 22:00:00,"Poor","lots to tons","1,2,3,A,B","Yes",0,0,0,1,0,0,1,0,"ends 22:51:37",5,"static takes over 5min 10s into every 10 min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-118.97425,33.65619,737
37,2009,"Spring","CC09","90.0","SB10","OMNI",2009-03-13,1899-12-31 21:00:00,"Poor","lots to tons","1,2,3,A,B","Yes",0,0,0,1,0,0,0,0,NA,8,"static takes over 5min 10s into every 10 min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-118.97425,33.65619,737
37,2009,"Fall","CC0911","90.0","SB10","OMNI",2009-11-12,1899-12-31 14:00:00,"High","bit to lots","1,2,3,B","No",0,0,0,0,0,0,0,0,"starts 14:19:08",5,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2011,"Spring","CC1104","90.0","SB26","DIFAR",2011-04-17,1899-12-31 01:00:00,"High","bit","1,2,3,B","Yes",0,1,0,1,0,0,0,0,NA,5,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-118.97425,33.65619,737
37,2009,"Spring","CC09","90.0","SB10","OMNI",2009-03-13,1899-12-31 20:00:00,"Poor","lots to tons","1,2,3,A,B","No",0,0,0,0,0,0,0,0,"starts 20:42:29",2,"static takes over 5min 10s into every 10 min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2005,"Fall","CC0511","90.0","SB09","OMNI",2005-11-10,1899-12-31 14:00:00,"High**","bit to lots**","1,2,3,A,B","No",0,0,0,0,0,0,0,0,"starts 14:23:36",4,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2010,"Fall","CC10","90.0","SB17","DIFAR",2010-11-03,1899-12-31 18:00:00,"Medium","lots","1,2,3","No",0,0,0,0,0,0,0,0,NA,1,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2004,"Fall","CC041","90.0","SB12","OMNI",2004-11-09,1899-12-31 07:00:00,"Medium**","bit to lots**","1,2,3,A,B","Yes",0,0,0,1,0,0,0,0,"starts 7:02:21",6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-118.97425,33.65619,737
37,2010,"Fall","CC10","90.0","SB17","DIFAR",2010-11-03,1899-12-31 17:00:00,"Medium","lots","1,2,3","No",0,0,0,0,0,0,0,0,"starts 17:42:17",1,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-118.97425,33.65619,737
37,2008,"Winter","CC08","90.0","SB08","OMNI",2008-01-13,1899-12-31 23:00:00,"High","bit to lots","1,2,3,A,B","Yes",0,0,0,1,0,0,0,0,"starts 23:11:08",5,"static takes over 7min 48sec into each 10min file","wav files, cts","60s","500Hz","0Hz",3000,0.98,"Fin Whale",-118.97425,33.65619,737
37,2008,"Winter","CC08","90.0","SB08","OMNI",2008-01-14,1899-12-31,"High","bit to lots","1,2,3,A,B","Yes",0,0,0,1,0,0,0,0,NA,6,"static takes over 7min 48sec into each 10min file","wav files, cts","60s","500Hz","0Hz",3000,0.98,"Fin Whale",-118.97425,33.65619,737
37,2006,"Spring","CC06","90.0","SB14","OMNI",2006-04-07,1899-12-31 22:00:00,"Medium**","lots**","1,2,A,B","Yes",0,0,0,1,0,1,0,0,"starts 22:28:49",4,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-118.97425,33.65619,737
37,2008,"Winter","CC08","90.0","SB08","OMNI",2008-01-14,1899-12-31 01:00:00,"High","bit to lots","1,2,3,A,B","No",0,0,0,0,0,0,0,0,"ends 1:49:00",5,"static takes over 7min 48sec into each 10min file","wav files, cts","60s","500Hz","0Hz",3000,0.98,NA,-118.97425,33.65619,737
39,2008,"Fall","CC0810","83.0","SB23","DIFAR",2008-10-26,1899-12-31,"High","bit to lots","1,2,3,A,B","Yes",0,0,0,0,0,0,1,0,"starts 0:23:28",5,"static takes over 7min 48sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Humpback Whale",-119.66327,33.32286,78
39,2008,"Fall","CC0810","83.0","SB23","DIFAR",2008-10-26,1899-12-31 01:00:00,"High","bit to lots","1,2,3,A,B","No",0,0,0,0,0,0,0,0,"ends 1:27:56",3,"static takes over 7min 48sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-119.66327,33.32286,78
40,2007,"Spring","CC07","87.0","SB17","OMNI",2007-04-07,1899-12-31 19:00:00,"Medium**","bit to lots**","1,2,3,A,B","Yes",0,0,0,0,0,0,0,1,NA,6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Humpback Whale",-120.00678,33.15619,1201
40,2004,"Fall","CC041","87.0","SB18","OMNI",2004-11-10,1899-12-31 12:00:00,"Medium**","lots**","1,2,3,A,B","Yes",0,0,0,1,0,0,0,0,"ends 12:19:19",2,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-120.00678,33.15619,1201
40,2008,"Summer","CC0808","87.0","SB16","OMNI",2008-08-22,1899-12-31 01:00:00,"High","bit to lots","1,2,3,A,B","No",0,0,0,0,0,0,0,0,"ends 1:23:00",3,"static takes over 7min 48sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-120.00678,33.15619,1201
40,2007,"Winter","CC07","93.0","SB02","OMNI",2007-01-14,1899-12-31,"High**","bit**","1,2,3,A,B","Yes",1,0,0,1,0,1,0,0,"ends0:55:20",6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-120.00678,33.15619,1201
40,2012,"Spring","CC1203","87.0","SB21","DIFAR",2012-03-30,1899-12-31 19:00:00,"Medium","lots","1,2,3","adhoc only",0,0,0,0,0,0,0,0,NA,3,NA,"wav files, cts","60s","500Hz","0Hz",40000,0.95,NA,-120.00678,33.15619,1201
40,2012,"Spring","CC1203","87.0","SB21","DIFAR",2012-03-30,1899-12-31 18:00:00,"Medium","lots","1,2,3,B","No",0,0,0,0,0,0,0,0,"starts 18:13:27",NA,NA,"wav files, cts","60s","500Hz","0Hz",40000,0.95,NA,-120.00678,33.15619,1201
40,2006,"Summer","CC06","93.0","SB03","OMNI",2006-07-09,1899-12-31 14:00:00,"High","bit to lots","1,2,3,A,B","Yes",1,1,0,0,0,0,0,0,NA,9,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Blue Whale",-120.00678,33.15619,1201
40,2004,"Fall","CC041","87.0","SB18","OMNI",2004-11-10,1899-12-31 10:00:00,"High**","bit**","1,2,3,A,B","Yes",0,0,0,1,0,0,0,0,NA,6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-120.00678,33.15619,1201
40,2008,"Summer","CC0808","87.0","SB16","OMNI",2008-08-21,1899-12-31 22:00:00,"High","bit to lots","1,2,3,A,B","Yes",1,0,0,0,0,0,0,0,"starts 22:24:54",4,"static takes over 7min 48sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Blue Whale",-120.00678,33.15619,1201
40,2007,"Spring","CC07","87.0","SB17","OMNI",2007-04-07,1899-12-31 20:00:00,"Poor","lots to tons","1,2,3,A,B","No",0,0,0,0,0,0,0,0,NA,6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-120.00678,33.15619,1201
40,2007,"Winter","CC07","93.0","SB02","OMNI",2007-01-14,1899-12-31,"High**","bit**","1,2,3,A,B","Yes",1,0,0,1,0,1,0,0,"ends0:55:20",6,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Blue Whale",-120.00678,33.15619,1201
40,2011,"Fall","CC1110","93.0","SB02","DIFAR",2011-10-17,1899-12-31 22:00:00,"High","bit to lots","1,2,3,A","Yes",1,0,0,1,0,0,0,0,"ends 22:26:20",2,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Fin Whale",-120.00678,33.15619,1201
40,2007,"Spring","CC07","87.0","SB17","OMNI",2007-04-07,1899-12-31 21:00:00,"Medium**","bit to lots**","1,2,3,A,B","No",0,0,0,0,0,0,0,0,"ends 21:43:03",5,"static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-120.00678,33.15619,1201
40,2012,"Spring","CC1203","87.0","SB21","DIFAR",2012-03-30,1899-12-31 20:00:00,"Medium","lots","1,2,3","Yes",0,0,0,1,0,0,0,0,"ends 20:27:15",3,NA,"wav files, cts","60s","500Hz","0Hz",40000,0.95,"Fin Whale",-120.00678,33.15619,1201
40,2012,"Spring","CC1203","93.0","SB03","DIFAR",2012-03-25,1899-12-31 18:00:00,"Medium","lots","1,2,3,A,B","Yes",0,0,0,1,0,0,0,1,"see comments",NA,"starts 18:22:16, ends 18:54:01","wav files, cts","60s","500Hz","0Hz",40000,0.9,"Humpback Whale",-120.00678,33.15619,1201
40,2006,"Summer","CC06","87.0","SB18","DIFAR",2006-07-15,1899-12-31 18:00:00,"Medium","lots","1,2,3,A,B","Yes",0,1,0,0,0,0,0,0,NA,6,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,"Blue Whale",-120.00678,33.15619,1201
40,2011,"Summer","CC1108","87.0","SB31","DIFAR",2011-08-04,1899-12-31 01:00:00,"Poor","tons","1,2,A,B","No",0,0,0,0,0,0,0,0,"ends 1:53:59",6,"static takes over 5min11s in every 10 min; looks broken","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-120.00678,33.15619,1201
40,2009,"Fall","CC0911","86.0","SB13","OMNI",2009-11-13,1899-12-31 21:00:00,"Medium","lots","1,2,3","No",0,0,0,0,0,0,0,0,"ends 21:41:03",4,"break 20:52:39 to 21:08:16; record denotes some technical difficulty","wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-120.00678,33.15619,1201
40,2010,"Fall","CC10","86.0","SB19","DIFAR",2010-11-04,1899-12-31 22:00:00,"Medium","bit to lots","1,2,3","No",0,0,0,0,0,0,0,0,NA,2,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-120.00678,33.15619,1201
40,2009,"Fall","CC0911","86.0","SB13","OMNI",2009-11-13,1899-12-31 20:00:00,"High","bit to lots","1,2,3,B","No",0,0,0,0,0,0,0,0,"starts 20:43:39",1,NA,"wav files, cts","60s","500Hz","0Hz",1500,0.98,NA,-120.00678,33.15619,1201
40,2005,"Spring","CC0504","87.0","SB38","OMNI",2005-04-22,1899-12-31 07:00:00,"Medium**","lots**","1,2,3,A,B","Yes",0,1,0,0,0,0,0,0,NA,7,"break 7:02:25 to 7:06:27; static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Blue Whale",-120.00678,33.15619,1201
40,2005,"Spring","CC0504","87.0","SB38","OMNI",2005-04-22,1899-12-31 08:00:00,"High**","bit to lots**","1,2,3,A,B","Yes",0,1,0,0,0,0,0,0,"ends 8:14:37",2,"looks broken; static takes over 5min 11sec into each 10min file","wav files, cts","60s","500Hz","0Hz",1500,0.98,"Blue Whale",-120.00678,33.15619,1201
